year	month	day	34.5	190	1500	1040
2012	3	12	9	14.6	2	8
2012	3	13	14	14.6	8	14
2012	3	14	15	20.2	12	15
2012	3	15	21.5	26.6	13.4	11
2012	3	16	15	16.6	11	13
2012	3	17	14	13	4.8	15
2012	3	18	11.6	8	-3	7.8
2012	3	19	15	12.4	5	1.4
2012	3	20	16.5	21.8	10	9.4
2012	3	21	21	21.6	9	14.2
2012	3	22	21.5	20.4	12	10.4
2012	3	23	17	16.4	7.6	12
2012	3	24	21	18.2	10	12
2012	3	25	19.5	19.2	11	12
2012	3	26	14	21.4	14	16
2012	3	27	29	30.4	18	24
2012	3	28	20	22	18	16.2
2012	3	29	27	23	18	18.6
2012	3	30	21.5	18.4	17	23.6
2012	3	31	19.5	22	18	27
2012	4	1	20.5	24	15.6	20.2
2012	4	2	30	26	19	24.4
2012	4	3	25	28	19	18.4
2012	4	4	20.5	23	15	19.6
2012	4	5	17	18	17.4	17.6
2012	4	6	27	22	18.4	21.8
2012	4	7	20	19.4	22	23.4
2012	4	8	29	30	20	28.6
2012	4	9	29	30	21	26.2
2012	4	10	33	34.6	24	29
2012	4	11	34	34	26.2	30.4
2012	4	12	35	30	28	32.2
2012	4	13	29	25.6	21.2	25.4
2012	4	14	20	19	15.2	17.8
2012	4	15	20	22.4	22	26.2
2012	4	16	26	30.2	22	23
2012	4	17	23	28.6	20.2	21.4
2012	4	18	20	21	12.2	21.4
2012	4	19	30	28.6	19	19
2012	4	20	28	29	17	24.4
2012	4	21	25.8	21	12.8	18.4
2012	4	22	23	21	12	15.4
2012	4	23	26	24	11.4	17.4
2012	4	24	24.6	20	11	17.4
2012	4	25	22	22	10	18.4
2012	4	26	23	24	13	20
2012	4	27	24	25.6	14.4	21.6
2012	4	28	26	28	14	21.8
2012	4	29	26.5	28	16	21.8
2012	4	30	27	28.4	15.2	25.4
2012	5	1	25.6	24	14	21.6
2012	5	2	26	31	22	25.4
2012	5	3	31	31	25	29.4
2012	5	4	31	31.4	24	28.8
2012	5	5	29	34	22	26.8
2012	5	6	24	30	18.2	23.2
2012	5	7	23	29	21	23.6
2012	5	8	28	29	20	23.2
2012	5	9	26.5	31	18	23.2
2012	5	10	33	30.6	19	23.4
2012	5	11	32	34	20	23.4
2012	5	12	30	34	20	24.8
2012	5	13	31	34	25	28.6
2012	5	14	29	33	26	30.2
2012	5	15	26	36	23	29.6
2012	5	16	27	32	18.2	28.4
2012	5	17	33	34	21	25.2
2012	5	18	31	34.6	23	27.4
2012	5	19	28	36.4	23	27.4
2012	5	20	37	36	24	29.4
2012	5	21	38	38	26	29.4
2012	5	22	37	35	29	33.4
2012	5	23	32	29	24.4	32
2012	5	24	25	24	14.2	26.6
2012	5	25	34	30	20	26.8
2012	5	26	33	34	23	29.4
2012	5	27	31	28	19	22.6
2012	5	28	31	31	19	24.6
2012	5	29	37	33	25	28.4
2012	5	30	38	36	25	29.4
2012	5	31	41	28	26	32.4
2012	6	1	38	25	30	35.2
2012	6	2	34	28	28.4	27
2012	6	3	30	32	17.6	23.6
2012	6	4	37	34.6	22	25.4
2012	6	5	34	37.4	33	32.6
2012	6	6	39	36	30	26
2012	6	7	38.5	36	30.2	34.4
2012	6	8	38	37.4	30.2	31.4
2012	6	9	35	32	22.2	25.4
2012	6	10	29	30	20	24.4
2012	6	11	30	32	23	27.6
2012	6	12	38	36	27	30.6
2012	6	13	37	35	25	30.8
2012	6	14	38	36	25.2	30.4
2012	6	15	37	37	25	30.8
2012	6	16	40	38.4	26	32
2012	6	17	39.5	38	25	31.4
2012	6	18	36.8	33	25.2	28.6
2012	6	19	33	30	15	19.2
2012	6	20	29	26.2	15	21.4
2012	6	21	36	33	20	24.4
2012	6	22	36	34.6	26	29.8
2012	6	23	33	36.6	21.6	27.6
2012	6	24	35	33	20.2	26.8
2012	6	25	39	33	21	25.6
2012	6	26	36	34.8	22	26.6
2012	6	27	36.5	34.6	23	27.4
2012	6	28	39.5	34.4	28	31.4
2012	6	29	36	35	26	30.6
2012	6	30	32	32	23	28.2
2012	7	1	35.5	35.4	27	30.2
2012	7	2	31	30.4	22	25.6
2012	7	3	31.5	33	27	29.2
2012	7	4	36	36	30	30.4
2012	7	5	38	34	27	34.4
2012	7	6	33.5	34	25	28.6
2012	7	7	32	33.6	25	28.2
2012	7	8	33	33	29	28.2
2012	7	9	34	33	27	28.6
2012	7	10	31	34	24	26.8
2012	7	11	31.5	34	21	26.4
2012	7	12	30.5	32	25	27.8
2012	7	13	29	33.4	25	27.4
2012	7	14	31.5	30	20	25.4
2012	7	15	33	34	22	27.4
2012	7	16	32	33	22.2	28.6
2012	7	17	33	31	22	27.2
2012	7	18	37	34	23	27.8
2012	7	19	36	35	27	32.4
2012	7	20	35	35	23	27.6
2012	7	21	33	33	22	28.6
2012	7	22	36	34	25	28.6
2012	7	23	36.5	34	23	28.4
2012	7	24	37	34.6	25	28.6
2012	7	25	37	35	24	29.2
2012	7	26	36	34	23	30.2
2012	7	27	37	34	22	27.8
2012	7	28	37	34	23	28.2
2012	7	29	36.5	36.4	25	29.4
2012	7	30	38	36	27	30.4
2012	7	31	32	35	24	28.6
2012	8	1	37	35	28	31.6
2012	8	2	36	34	26	31.6
2012	8	3	34	36	23	27.6
2012	8	4	35	37	24	29.6
2012	8	5	36	36	24	29.4
2012	8	6	37	38	26	32.6
2012	8	7	37	37	27	31.4
2012	8	8	38	38	27	32.2
2012	8	9	40	38	27	33.6
2012	8	10	41	38	29	33.8
2012	8	11	40	38	25	32.8
2012	8	12	40	38	26	32.4
2012	8	13	41.5	40	27	31.4
2012	8	14	35.5	38	26	32.8
2012	8	15	39	40	27	32.4
2012	8	16	40	40	30	35.4
2012	8	17	41	41	28	33.6
2012	8	18	40.5	39	24	29.4
2012	8	19	39	38	25	30.4
2012	8	20	40.5	38	25	31.2
2012	8	21	40	38	25	29.6
2012	8	22	40	39	26.2	30.4
2012	8	23	34	34	25	28.2
2012	8	24	31	34	21	26.8
2012	8	25	35	34	21	26.6
2012	8	26	39.5	36	23	27.8
2012	8	27	37	38	25	28.8
2012	8	28	39.5	39	30	35.4
2012	8	29	41.5	40.4	32	37.4
2012	8	30	38.5	38	26	30.6
2012	8	31	37	36	24	27.6
2012	9	1	36	36	25	27.4
2012	9	2	33.2	34	22	29.4
2012	9	3	35	30	24.2	25.4
2012	9	4	28	26	16.4	21.6
2012	9	5	32	29	23	23.8
2012	9	6	30	30	19.6	24.4
2012	9	7	34	32	20	24.8
2012	9	8	35	34	22	27.8
2012	9	9	36.5	34	26	27.6
2012	9	10	38	33.6	23.4	26.6
2012	9	11	36.5	29	17.4	25.6
2012	9	12	35	31	19	24.2
2012	9	13	31	26	21	25.6
2012	9	14	34	30	24	24.4
2012	9	15	34	30	19	23.6
2012	9	16	31	26	17.4	24.4
2012	9	17	34	32	20	24.4
2012	9	18	35	33	20	24.6
2012	9	19	36	34	23	26.6
2012	9	20	35	34	27	30.8
2012	9	21	34	34	25	26.8
2012	9	22	35.5	34	26	28.8
2012	9	23	34.5	35	25.6	31.6
2012	9	24	27	26	27	25.6
2012	9	25	29	26	17	21.2
2012	9	26	35.5	33	21	27.4
2012	9	27	34	34	22	26.8
2012	9	28	31	31	18.4	21.2
2012	9	29	29	31	17	20.4
2012	9	30	31	32	21	27.4
2012	10	1	32	30.4	17	23.4
2012	10	2	32	32	17	22.8
2012	10	3	31.5	33	20	26.4
2012	10	4	32.5	33.2	21	25.8
2012	10	5	34	32	23	28.8
2012	10	6	31	30	24	24.6
2012	10	7	33	31	21	23.4
2012	10	8	34	31	23	28.6
2012	10	9	38	35	24	30.4
2012	10	10	30	30	21	25.4
2012	10	11	34	40	22	24.8
2012	10	12	42	41	25	27.6
2012	10	13	35	28	21.4	24.8
2012	10	14	34	22	19	17.6
2012	10	15	35.5	26.6	17	19.6
2012	10	16	29	26	19	21.4
2012	10	17	28	24	13	21.4
2012	10	18	33	25	13	22.6
2012	10	19	35	24	14	21.2
2012	10	20	34	27	12.6	22.4
2012	10	21	30	27	13	19.2
2012	10	22	29	29.4	17	21.4
2012	10	23	34	31	19	25.6
2012	10	24	32	28	19	23.8
2012	10	25	28	30	19	22.4
2012	10	26	32	30	21	21.6
2012	10	27	29	30.4	20	22.4
2012	10	28	28	24.6	15.2	19.6
2012	10	29	26	28	13.4	17.8
2012	10	30	28	28	13	19.4
2012	10	31	29	29.4	15	20.6
2012	11	1	28	27	12.2	18.4
2012	11	2	28	23	15	19.4
2012	11	3	24	21	12.4	18.6
2012	11	4	28.5	28	14	19.8
2012	11	5	26	25	15	17.6
2012	11	6	28	26.4	17	17.4
2012	11	7	27.5	26	17	21.6
2012	11	8	28	31	15.4	17.4
2012	11	9	30	28	17	18.4
2012	11	10	36	36	19	26.6
2012	11	11	25	30	15.2	19.8
2012	11	12	24.5	20	12	20.4
2012	11	13	26	17	10	14.6
2012	11	14	17	18	12	11.6
2012	11	15	15	15	8.6	11.4
2012	11	16	17	20	9	11.6
2012	11	17	26.5	23	11	13.6
2012	11	18	26	21	10	12
2012	11	19	25	22	10	13.4
2012	11	20	24.5	18	8.4	14.4
2012	11	21	23	19	7	13.6
2012	11	22	17	19	5	9.6
2012	11	23	22	20	7	7.4
2012	11	24	19	18	7	8.5
2012	11	25	22	21	9	15.6
2012	11	26	23	20.4	10	16.6
2012	11	27	20	12.6	8.4	10.4
2012	11	28	21.5	15.8	5	10.4
2012	11	29	26.5	24	7	14.4
2012	11	30	23	25	9	15.6
2012	12	1	22	20	11	14.4
2012	12	2	23	21	10	14.6
2012	12	3	26	22	10	12.6
2012	12	4	23	23	9	15.4
2012	12	5	22	23.4	12	16.8
2012	12	6	23	25	11.2	16.4
2012	12	7	24	28	11	17.4
2012	12	8	24.5	23	10.2	15.4
2012	12	9	25	20	15	12.8
2012	12	10	22	17	7	12.6
2012	12	11	21	18	9	10.8
2012	12	12	12	11	7.4	9.6
2012	12	13	18.5	16	5	9.8
2012	12	14	17	10	5	10.6
2012	12	15	13	10.4	3.4	7.4
2012	12	16	4.5	6.2	0	3
2012	12	17	12	7	0	2.8
2012	12	18	13	15.6	3	9.6
2012	12	19	15	15	5	12.4
2012	12	20	14	12	8	14.8
2012	12	21	11	22	9	13.8
2012	12	22	12.5	16.6	6.4	15.4
2012	12	23	18	16	7	15.4
2012	12	24	20	26	8	15.6
2012	12	25	9.2	16	6.4	10.4
2012	12	26	6	9	0.8	2.6
2012	12	27	12	16	-3	3.8
2012	12	28	10.5	14	3.4	9.4
2012	12	29	12	15.4	7	12.4
2012	12	30	11	15	6.4	11.4
2012	12	31	8	9	2.6	4.8
2013	1	1	12	13	0	5.6
2013	1	2	10	14	1.6	6.4
2013	1	3	10.5	12.8	-0.2	2.8
2013	1	4	11	13	0	7.6
2013	1	5	12	16.6	2	8.6
2013	1	6	19	21	1.2	8.8
2013	1	7	21	21	6	11.4
2013	1	8	23	22	6	14.4
2013	1	9	19	22.8	6.6	13.6
2013	1	10	20	25	8	12.6
2013	1	11	9	11.2	3.6	10.8
2013	1	12	17	17	-2	9.8
2013	1	13	12	17	0.4	9.8
2013	1	14	15	16.4	2	5.6
2013	1	15	8.8	11	0	6.4
2013	1	16	9	13	-1	17.4
2013	1	17	17	19	1.6	10.6
2013	1	18	19	22	5	12.4
2013	1	19	20	21	5	12.4
2013	1	20	18	23	7	12.4
2013	1	21	15	15	6	10.4
2013	1	22	17	23	7	15.4
2013	1	23	25	25	8	15.8
2013	1	24	22	25	10	17.6
2013	1	25	25	25	11	17.8
2013	1	26	22	22	10.4	18.4
2013	1	27	20	24	11	18.8
2013	1	28	15	25	14	20.6
2013	1	29	12	17	9.6	14.4
2013	1	30	11	13	8.4	12.6
2013	1	31	15	19	7	11.4
2013	2	1	10	10.4	5.8	13.8
2013	2	2	15	18	4	13.4
2013	2	3	11	12	2.2	10.6
2013	2	4	13	22	5	12.2
2013	2	5	23	22	5	14.6
2013	2	6	17.5	21.4	12	18.6
2013	2	7	12.6	21	11	16.6
2013	2	8	22	21	10	16.6
2013	2	9	12.5	18	15	14.2
2013	2	10	14	11	11	9.2
2013	2	11	11	12	11	18.6
2013	2	12	13	10.6	12	19.6
2013	2	13	10	10	9.6	13.8
2013	2	14	9	10.4	1.4	13.4
2013	2	15	21	22.6	10	11.6
2013	2	16	15	25	11	18.6
2013	2	17	12.5	22	7.4	12.8
2013	2	18	12	19	2.2	11.6
2013	2	19	16	17	11	16.4
2013	2	20	16	11.6	6.4	9.6
2013	2	21	20	19	8	7.4
2013	2	22	14	15.6	7	12.4
2013	2	23	17	18	11	16.6
2013	2	24	14	15	8.6	11.6
2013	2	25	13	12	1.6	5.8
2013	2	26	9	10	1	5.8
2013	2	27	15	15	9	10.4
2013	2	28	19	19	6	9.8
2013	3	1	18.5	18	15	12.6
2013	3	2	16	16	13.6	10.8
2013	3	3	26	26	14	21.6
2013	3	4	21.5	27	16	23.4
2013	3	5	24	23	15	20.6
2013	3	6	13.2	13	6	9.8
2013	3	7	8	11	-2.2	2.2
2013	3	8	14	12	3	7.6
2013	3	9	24	22	6	12.4
2013	3	10	22	23	12	17.8
2013	3	11	23	20	11	15.6
2013	3	12	26	26.4	14	19.4
2013	3	13	32	31	15	22.4
2013	3	14	22	22	19	20.4
2013	3	15	23	23	16.2	18.4
2013	3	16	21	27	21	27.2
2013	3	17	29	32	22	28.4
2013	3	18	22	25	20.6	23.6
2013	3	19	13	19	10.4	10.8
2013	3	20	19	18	12	8.8
2013	3	21	18.5	16	12	16.4
2013	3	22	22	19	10	16.8
2013	3	23	32	30	17	18.8
2013	3	24	32	33	20	18.8
2013	3	25	18.6	25.4	8.2	13.6
2013	3	26	26	24	12	18.6
2013	3	27	31	31	18	21.4
2013	3	28	24	25	18.2	19.8
2013	3	29	25.5	18	22	21.6
2013	3	30	18	13.2	10.4	12.8
2013	3	31	23	12	7.4	12.4
2013	4	1	22	20	17	9.6
2013	4	2	23	23	17	18.8
2013	4	3	26	23	18	21.6
2013	4	4	24	25	20	24.6
2013	4	5	24	27	21.4	27.4
2013	4	6	19.5	24	18	21.6
2013	4	7	27	27	17	23.8
2013	4	8	25	31	20	25.4
2013	4	9	36.5	38	25	31.4
2013	4	10	26	29	23	23.8
2013	4	11	25	25	18	17.8
2013	4	12	23	21	16.4	17.8
2013	4	13	17.5	22	16	13.6
2013	4	14	16	16	10	12.4
2013	4	15	17	23	12	10.8
2013	4	16	23	24	15	17.4
2013	4	17	21	17	20	13.6
2013	4	18	20	13.4	9.4	10.6
2013	4	19	18.5	15.6	9.4	11.6
2013	4	20	19	15.4	15	15.4
2013	4	21	17	15	13	11.6
2013	4	22	19	19	9	13.4
2013	4	23	24	23	12.4	12.6
2013	4	24	20	18	10	14.6
2013	4	25	18.5	20	7	11.4
2013	4	26	26	25.4	15	19.4
2013	4	27	26	25.6	12.4	17.4
2013	4	28	27.5	24	12	16.6
2013	4	29	29	29	19	23.4
2013	4	30	29.5	30	17	21.6
2013	5	1	30	29	16	20.8
2013	5	2	28	27	15.4	20.4
2013	5	3	27.5	29	18.6	21.6
2013	5	4	26	30	21	24.6
2013	5	5	28	32	20	25.6
2013	5	6	29.5	30	19	24.4
2013	5	7	27	30	17	22.6
2013	5	8	28	28	15.2	20.4
2013	5	9	19.6	22	13	16.8
2013	5	10	17	19	11	14.4
2013	5	11	25	25	18	21.2
2013	5	12	26.5	28	21	24.6
2013	5	13	25	33	25	26.6
2013	5	14	28.5	37	24	29.2
2013	5	15	32	33	22.2	27.6
2013	5	16	39	38	25	25.6
2013	5	17	25.8	29	20	22.4
2013	5	18	26.5	29	15.2	21.4
2013	5	19	32	31	18	21.8
2013	5	20	23.8	24	14.4	22.4
2013	5	21	21.5	24	15	17.8
2013	5	22	28	26	20	22.8
2013	5	23	22	23	12.8	17.6
2013	5	24	22.5	25	15	21.2
2013	5	25	30	32	21	25.6
2013	5	26	40	36	25	30.6
2013	5	27	41	40	29	35.2
2013	5	28	39	34	29	28.2
2013	5	29	26	28	17.2	21.8
2013	5	30	27.5	26	15	20.4
2013	5	31	28.5	34	22.4	21.4
2013	6	1	34	36	25	31.6
2013	6	2	31	35	22.4	27.6
2013	6	3	32	35	24	24.4
2013	6	4	34	35	25	30.4
2013	6	5	31.6	32	22	26.6
2013	6	6	27	31	27	26.4
2013	6	7	26.5	29	22.4	24.6
2013	6	8	25.5	30	15.6	21.6
2013	6	9	27	33	18	21.4
2013	6	10	26	33	20.4	28.6
2013	6	11	30	32	22	27.6
2013	6	12	31.5	30.4	17.6	23.6
2013	6	13	36.5	32	22	25.8
2013	6	14	39.5	36	25	29.6
2013	6	15	40	34	24	29.8
2013	6	16	40	38	26	30.6
2013	6	17	40.5	39	31	36.4
2013	6	18	38.5	37.4	27	30.8
2013	6	19	39	34	21.2	25.6
2013	6	20	38.5	33	20.2	24.2
2013	6	21	37	28	16.4	24.4
2013	6	22	30	28	16	24.8
2013	6	23	39	31	21.2	25.6
2013	6	24	38	34	22.2	28.4
2013	6	25	39.5	30	18.2	25.4
2013	6	26	35	34	21	25.4
2013	6	27	36	30	22	23.4
2013	6	28	34	32	21	26.4
2013	6	29	36	35	21.4	29.4
2013	6	30	37.5	36	24.6	30.6
2013	7	1	39	39	25.6	35.2
2013	7	2	41.5	43	29.2	30.8
2013	7	3	33	33	26.8	30.6
2013	7	4	28	34	25	25.8
2013	7	5	29.5	35	26	26.2
2013	7	6	35	36	26.4	30.6
2013	7	7	33	36.4	32	30.4
2013	7	8	32	35	23.2	26.6
2013	7	9	35	35	26	25.8
2013	7	10	34	34	22.6	27.8
2013	7	11	35	38	29	33.6
2013	7	12	36.5	35	27	28.8
2013	7	13	39	36	21	26.6
2013	7	14	35.5	34	21.4	27.6
2013	7	15	37	37.4	27.6	31.4
2013	7	16	39.5	37	29.2	33.4
2013	7	17	38	36.4	30.4	33.4
2013	7	18	39	36	27.4	31.4
2013	7	19	37	31	26.2	29.4
2013	7	20	31.4	32	21	24.6
2013	7	21	30	35	23.2	27.6
2013	7	22	30.5	31	21	25.4
2013	7	23	33	36.4	27	30.4
2013	7	24	37.5	36	25.6	28.6
2013	7	25	35	33	27	28.2
2013	7	26	33	32	24.4	27.4
2013	7	27	35	33	23	27.2
2013	7	28	34	33	30	29.2
2013	7	29	35	29	22.4	25.6
2013	7	30	33.5	33	20.2	25.2
2013	7	31	32	31	20	26.2
2013	8	1	31.5	33	23.2	27.4
2013	8	2	30	32	21	25.4
2013	8	3	31.5	34	22.4	25.8
2013	8	4	30.5	34	25	28.2
2013	8	5	32	28	24	25.2
2013	8	6	33.5	28	18	24.2
2013	8	7	32	35	21	27.2
2013	8	8	33	37	23.2	29.8
2013	8	9	29	31	21	27.2
2013	8	10	28.5	31.4	22	22.2
2013	8	11	28	32	19.2	24.4
2013	8	12	29	34	20	27.2
2013	8	13	30	37	22.2	28.2
2013	8	14	32	35	22.2	28.6
2013	8	15	32.5	37	22	28.2
2013	8	16	33	35	21.8	28.2
2013	8	17	36	36	21.8	28.2
2013	8	18	34	37	23.4	29.2
2013	8	19	35.5	37	24	29.6
2013	8	20	31	35	22	26.8
2013	8	21	30	34	23.4	26.2
2013	8	22	28.5	34	22	24.8
2013	8	23	27.5	30	18	23.8
2013	8	24	33	36	25	29.2
2013	8	25	31.2	38	29	34.4
2013	8	26	33	35	23.4	29.2
2013	8	27	32	34	22	28.2
2013	8	28	31	34	23	28.6
2013	8	29	30	35	22	27.2
2013	8	30	32.5	35	25	29.2
2013	8	31	39	39	26	31.6
2013	9	1	38	36	25.2	31.8
2013	9	2	35	35	22.4	28.2
2013	9	3	36	37	29	31.8
2013	9	4	38	35.4	32	30.6
2013	9	5	38.5	37	32	38.6
2013	9	6	39	38	24	29.2
2013	9	7	36	35	30	27.2
2013	9	8	35	34	23.4	27.8
2013	9	9	36	36	30	31.2
2013	9	10	35	35	22.2	28.2
2013	9	11	32.2	34	22.2	27.2
2013	9	12	33	30	20	25.2
2013	9	13	29	32	20.4	25.6
2013	9	14	30	33	19.6	24.8
2013	9	15	32	35.4	23	29.8
2013	9	16	31.5	36	28	33.6
2013	9	17	30	34	25	28.2
2013	9	18	29	36	30	37.4
2013	9	19	31	36	26	32.8
2013	9	20	32.5	36	28	30.2
2013	9	21	31	34.2	23.4	30.8
2013	9	22	31	35	30.4	28.2
2013	9	23	30.5	33	21	27.2
2013	9	24	31	34	19	28.2
2013	9	25	32	34	20	26.2
2013	9	26	30.6	34	18.4	25.2
2013	9	27	24.5	29	23	25.8
2013	9	28	27	31	25	31.2
2013	9	29	26	28	20.6	23.2
2013	9	30	28	31	21	25.4
2013	10	1	31.5	33	22	27.8
2013	10	2	33	33.4	26	33.8
2013	10	3	36.5	38	25	31.2
2013	10	4	35	40	26.6	35.2
2013	10	5	31.4	29	25	27.4
2013	10	6	28	28	26	23.8
2013	10	7	22.2	25	15	19.4
2013	10	8	18	20.2	11.6	16.4
2013	10	9	19	19.6	9	14.8
2013	10	10	22	25	11	16.8
2013	10	11	22.5	25	11	16.8
2013	10	12	20.8	26.4	12	17.4
2013	10	13	18.5	26	13.4	19.2
2013	10	14	25.5	27	12.2	17.8
2013	10	15	23.5	26	12.2	19.6
2013	10	16	28	23	17	23.6
2013	10	17	36	25	19	26.6
2013	10	18	37	39	21	30.6
2013	10	19	38	40	25	33.4
2013	10	20	32.6	33	21.6	27.2
2013	10	21	25	21	11	15.2
2013	10	22	17	20	10	17.4
2013	10	23	18	22	14	22.2
2013	10	24	18	22	13.6	21.2
2013	10	25	15.6	18	12.6	13.2
2013	10	26	12	22	13	16.4
2013	10	27	14.5	17	10	12.8
2013	10	28	17.5	20	11	15.2
2013	10	29	15.5	22	8.6	15.8
2013	10	30	20	21.6	10	18.4
2013	10	31	19	25	12.4	20.2
2013	11	1	18.5	27	13.2	19.8
2013	11	2	19	24	12.2	18.4
2013	11	3	17.5	20	14.2	14.2
2013	11	4	16.4	21	10.2	12.6
2013	11	5	18	25	11	16.8
2013	11	6	27.5	30	13.2	20.8
2013	11	7	20.5	31	14	22.8
2013	11	8	19	33	14.4	22.6
2013	11	9	20	23	13	18.4
2013	11	10	19	22	14	17.6
2013	11	11	18	22	16.6	22.2
2013	11	12	19	22	14	17.8
2013	11	13	20	23	13	17.2
2013	11	14	19	19	11	15.8
2013	11	15	19	25	12.2	18.4
2013	11	16	16	23	13.2	17.2
2013	11	17	17	16	10.2	12.4
2013	11	18	14	16	11.6	11.2
2013	11	19	16	19	8	10.2
2013	11	20	15	18	7	13.2
2013	11	21	13.5	14	6	8.4
2013	11	22	12	14	3.2	7.2
2013	11	23	13	13	5.4	8.2
2013	11	24	13.5	17	6.4	14.4
2013	11	25	14	24	8	16.8
2013	11	26	27	27	9.8	18.2
2013	11	27	26	31	11.2	18.6
2013	11	28	20.6	25	12.6	17.8
2013	11	29	25	25	13.4	20.4
2013	11	30	23	34	15.8	24.4
2013	12	1	19	29	14.2	19.2
2013	12	2	15	21	8	16.4
2013	12	3	20	26	9.8	18.2
2013	12	4	14.2	18	9.8	9.8
2013	12	5	7.8	8.2	4.2	9.4
2013	12	6	8	11	6.6	8.6
2013	12	7	13	19	6.4	15.2
2013	12	8	14	24	7	15.8
2013	12	9	13	19	7.4	13.2
2013	12	10	10.8	12	6	7.2
2013	12	11	6	17	2.8	10.4
2013	12	12	13	16	6.4	12.6
2013	12	13	11	13	9	12.2
2013	12	14	10	12	9	8.2
2013	12	15	9.5	10	8	6.2
2013	12	16	8	9	0.2	4.2
2013	12	17	6.5	10.6	2	6.6
2013	12	18	8	13	1.6	7.2
2013	12	19	9.5	12	3.6	8.4
2013	12	20	10	11	1.6	4.8
2013	12	21	7.5	8	0.6	3.8
2013	12	22	5.5	13	0.4	8.6
2013	12	23	10	13	0	6.4
2013	12	24	11	20	3	10.2
2013	12	25	9	17	2.2	8.4
2013	12	26	10	16	2.2	8.4
2013	12	27	8.5	16	2.2	8.4
2013	12	28	8	15	1	7.6
2013	12	29	5	16	2.2	10.4
2013	12	30	4.5	15	4.2	12.2
2013	12	31	5	15	4.6	10.8
2014	1	1	8	12	4.2	7.4
2014	1	2	7	11	1.6	5.6
2014	1	3	6	8.6	0.6	4.8
2014	1	4	7.5	12	1.2	6.4
2014	1	5	5.2	12.4	0.8	7.4
2014	1	6	6.5	12	1	4.8
2014	1	7	7	9.4	1	3.4
2014	1	8	9	15	3	9.8
2014	1	9	8	13	3.2	8.4
2014	1	10	9.5	18	3	10.4
2014	1	11	8	13	4.4	10.4
2014	1	12	11	12	4	9.8
2014	1	13	10	17	2.8	13.2
2014	1	14	11	25	5	12.8
2014	1	15	12	19.4	4	8.2
2014	1	16	13	16	3	10.8
2014	1	17	14.5	15	6.2	13.2
2014	1	18	12	16	5	9.4
2014	1	19	11	17	6.2	13.2
2014	1	20	13	16	5.2	12.2
2014	1	21	11	16	6	12.4
2014	1	22	10	16	7.4	8.4
2014	1	23	13	25	8.4	14.4
2014	1	24	12	15	7	13.2
2014	1	25	16	20	7	14
2014	1	26	10.5	17	8.2	15
2014	1	27	10	21	11	18
2014	1	28	11	25	10.4	18
2014	1	29	9.6	21	10.2	17
2014	1	30	12	15	9	12
2014	1	31	9.6	6.8	7	5.8
2014	2	1	-1.5	3	7.2	-2
2014	2	2	-2	-2	-8	-3
2014	2	3	-1.2	-1	-9	-4
2014	2	4	-2	5	-7	-4
2014	2	5	3	4	6	-0.2
2014	2	6	4	5	-2	7
2014	2	7	8	6.2	2	4
2014	2	8	9	13	4	8
2014	2	9	8	13	2.4	6.8
2014	2	10	9.5	20	6	14
2014	2	11	7.8	13.6	6	10.2
2014	2	12	12	13	4	8
2014	2	13	11.5	17	4	12
2014	2	14	15.5	21	14	16.4
2014	2	15	12.6	21	11	16
2014	2	16	9.5	19	12	18.2
2014	2	17	8	11	10	11
2014	2	18	11	13	6	10.8
2014	2	19	8.2	21	7	6
2014	2	20	8	19	6	13.4
2014	2	21	18.5	27	11	16.6
2014	2	22	18	18	7.6	11.2
2014	2	23	17	14	2.4	10.4
2014	2	24	13.2	15	3	8.6
2014	2	25	14	17	7	12.2
2014	2	26	15	18	13	14.8
2014	2	27	14.5	19	13	16.6
2014	2	28	10.6	18	9.8	12.8
2014	3	1	9	12	5	9.6
2014	3	2	13	14	5.2	10.2
2014	3	3	19.5	21	11	16.4
2014	3	4	18	25	15	19.8
2014	3	5	15	22	14.2	17.8
2014	3	6	16	17	13.2	18.8
2014	3	7	14	13	11.6	14.8
2014	3	8	11	10	6.2	8.6
2014	3	9	12	15	8	13.8
2014	3	10	12.5	17	14	19.6
2014	3	11	13.5	20	12	21.8
2014	3	12	12	21	12	17
2014	3	13	15	16	11.2	14.8
2014	3	14	12	12	3	13.6
2014	3	15	12	12	7.4	10.8
2014	3	16	13	16	6.6	11.4
2014	3	17	19.5	26	11	19.8
2014	3	18	18	22	14.4	19.6
2014	3	19	14.6	16	13.4	20.6
2014	3	20	12	20	8	8.6
2014	3	21	15.5	22	9	16.4
2014	3	22	12	14.4	4.8	8.6
2014	3	23	8.5	12	-0.8	8.4
2014	3	24	10	15.4	4	10.2
2014	3	25	16	18	6	16.4
2014	3	26	14.5	18	9	16.6
2014	3	27	15	22	16	25.6
2014	3	28	18	21	15	27.4
2014	3	29	19	29	19	24.6
2014	3	30	17	32	21	23.8
2014	3	31	11.6	23	15.6	16.6
2014	4	1	5.6	21	7	9.4
2014	4	2	15	23	12	18.6
2014	4	3	12	21	9.4	15.6
2014	4	4	16	17	8	14.6
2014	4	5	23	20	9.8	16.6
2014	4	6	19	29	14.8	22.4
2014	4	7	20	30	15	14.8
2014	4	8	21	33	20	25.2
2014	4	9	27	31	18.6	24.6
2014	4	10	26	25	16.6	21.4
2014	4	11	23	33	14.4	23.6
2014	4	12	22	21	14	20.4
