year	month	day	34.5	190	1500	1040
2007	9	9	38	41.5	28	30
2007	9	10	39	40	29	34
2007	9	11	34.5	34	24.8	28
2007	9	12	36	35	22.4	28
2007	9	13	36.5	36.5	25.4	29
2007	9	14	38.5	39	29	36
2007	9	15	35.5	32	24.4	31
2007	9	16	33.5	34	25	28
2007	9	17	33.5	30	26	26
2007	9	18	33	26.2	18.6	22
2007	9	19	32.5	32	21	24
2007	9	20	34	33	20.4	26
2007	9	21	32	30	19	24
2007	9	22	33.5	34	19.6	24
2007	9	23	33.5	34	20	23
2007	9	24	34	34	21.2	26
2007	9	25	33.5	33	23.2	24
2007	9	26	32	32	22.2	22
2007	9	27	28.5	27	17	22
2007	9	28	27	23	13.6	21
2007	9	29	27.5	21.5	13.2	20
2007	9	30	24.5	21	12	16
2007	10	1	27.5	26	13	18
2007	10	2	27	28	14.8	21
2007	10	3	28.5	29	18.4	19
2007	10	4	27.5	26	13.2	19
2007	10	5	26.5	27.5	14	20
2007	10	6	28	28	17	24
2007	10	7	29.5	28.5	21	23
2007	10	8	26.5	26	14	19
2007	10	9	26.5	26	13	17
2007	10	10	29.5	30	16	20
2007	10	11	29	30	17	21
2007	10	12	30.5	30	18.2	18.9
2007	10	13	35	32	24	28
2007	10	14	37.5	37	24	36
2007	10	15	40	40	26	32
2007	10	16	29.5	30	25	28
2007	10	17	30.5	24.5	21	20
2007	10	18	24.6	21	12.6	17
2007	10	19	25.5	24	13	20
2007	10	20	27	22	24	20
2007	10	21	26	26	17	20
2007	10	22	24.5	21.5	12	19
2007	10	23	25.5	26	13	16
2007	10	24	26.5	27	13	17
2007	10	25	26.5	26	14	19
2007	10	26	27.5	26	17	18
2007	10	27	27.5	26	17	24
2007	10	28	26	26	16	20
2007	10	29	27	26	20	19
2007	10	30	27.5	26.5	20	27
2007	10	31	27.5	26.5	22	28
2007	11	1	28.5	26	20	25
2007	11	2	25.5	25.5	14	22
2007	11	3	27.5	30	17	27
2007	11	4	20.4	17	17	16.6
2007	11	5	23.5	26	17	24
2007	11	6	31	33	19	19
2007	11	7	26.5	26.5	21	21
2007	11	8	25.5	26	17.2	19
2007	11	9	27	26	18	22
2007	11	10	26.5	20	13.6	19
2007	11	11	21	22	18	20
2007	11	12	29.5	30	17	22
2007	11	13	31	22	13.6	19
2007	11	14	25.5	27	14	20
2007	11	15	24	23	16	17
2007	11	16	22.5	22.5	15	16
2007	11	17	23	20	16	16
2007	11	18	25	22	16	17
2007	11	19	28.5	22	14	19
2007	11	20	20	18.5	14.6	17
2007	11	21	23	30	16.4	22
2007	11	22	23	18.8	15.2	21
2007	11	23	14.5	11.2	6.6	18
2007	11	24	13	11	6	11
2007	11	25	13.5	12	5.2	9
2007	11	26	15.5	10	4	10
2007	11	27	18.5	17.5	8	15
2007	11	28	25	26.5	11	17
2007	11	29	16.5	12.8	6.6	9.4
2007	11	30	13	10.5	5	6.8
2007	12	1	20	20	5	13
2007	12	2	19	20.5	7	13
2007	12	3	18.2	14.8	5	10
2007	12	4	14.5	14	5	10
2007	12	5	15.5	14.5	5	13
2007	12	6	18	11	8	16
2007	12	7	18.5	25	10	15
2007	12	8	17	18	8.4	11
2007	12	9	15.5	17.5	6	11
2007	12	10	17	17	6	11
2007	12	11	18	17	6	13
2007	12	12	19.5	18.5	6	14
2007	12	13	23	22	9	12
2007	12	14	26	26.5	9	16
2007	12	15	25	26.5	11	17
2007	12	16	23	17	8.2	11
2007	12	17	24.5	9.5	4	9
2007	12	18	17	9.5	2.2	11
2007	12	19	13	10.5	3	9
2007	12	20	11	8	2.2	6
2007	12	21	12	12.5	0	4
2007	12	22	13	13.5	0	9
2007	12	23	14	12.5	1	9
2007	12	24	15	14	2	6
2007	12	25	14	14.5	0	10
2007	12	26	15.5	12.5	0	5
2007	12	27	14.5	12.5	-2	5
2007	12	28	13.5	14	2	5
2007	12	29	14.5	14	0	6
2007	12	30	15	14.5	1	9
2007	12	31	13.5	12	1	5
2008	1	1	11.5	11.5	3	3
2008	1	2	12.5	9.5	4	5
2008	1	3	9.5	7.5	0.4	6
2008	1	4	10	10.5	3	6
2008	1	5	9	6.5	1	5
2008	1	6	6.8	4.4	3	1.4
2008	1	7	3.5	-0.5	-1.2	-2
2008	1	8	8	5.5	-6	-2
2008	1	9	4.4	5.5	-5	-1
2008	1	10	7.5	9.5	-4	-1
2008	1	11	4.5	6.5	-4	-2
2008	1	12	4	4	-5	4
2008	1	13	5	5.5	-5	4
2008	1	14	7	6.5	-6	-2
2008	1	15	7.5	6.5	-6	-1
2008	1	16	10	11	1	-2
2008	1	17	11.5	10	4	8
2008	1	18	8	6.5	0.4	3
2008	1	19	11	10	1	6
2008	1	20	9.5	11	1	5
2008	1	21	12.5	4.5	-2.8	-1
2008	1	22	13.5	11.5	0	6
2008	1	23	16	18	2	8
2008	1	24	12.5	18	6	7
2008	1	25	11	14.5	1	8
2008	1	26	13	14.5	2	7
2008	1	27	9.5	6.5	-1	1.4
2008	1	28	16.5	14	-1	5
2008	1	29	17.5	15.5	2	9
2008	1	30	19.5	19	5	10
2008	1	31	14.5	12.2	2	5
2008	2	1	7.4	6	1.6	2.4
2008	2	2	7	6.5	-3	4
2008	2	3	8.5	5.5	-5	3
2008	2	4	2.6	2	-7.6	-0.4
2008	2	5	7	10	-2	-0.4
2008	2	6	9.5	10.5	2	4
2008	2	7	9	10.5	2	6
2008	2	8	9.5	10.5	5	6
2008	2	9	10	10	1	3
2008	2	10	10.5	11.5	1	6
2008	2	11	13.5	14	5	6
2008	2	12	12	11	6	6
2008	2	13	8.5	6	2.2	4
2008	2	14	12.5	9	5	4
2008	2	15	11	11.5	5	6
2008	2	16	13	14	6	11
2008	2	17	18	17	10	13
2008	2	18	18	14.5	12	15
2008	2	19	22.5	26	13	17
2008	2	20	16.8	16	12	13
2008	2	21	12	11	-2	5.4
2008	2	22	14.5	14.5	1	0
2008	2	23	14	18.5	5	9
2008	2	24	22	22	9	13
2008	2	25	18	14.5	5.1	12
2008	2	26	13.5	11.5	9	17
2008	2	27	10.5	10.5	4.2	9
2008	2	28	11.5	11.5	5	6
2008	2	29	19.5	22	13	20
2008	3	1	16.8	22	10.2	13
2008	3	2	21.5	22	13	16
2008	3	3	27.5	30	17	21
2008	3	4	24	17	12.4	17
2008	3	5	16	17.5	9	12
2008	3	6	24.5	26.5	12.5	21
2008	3	7	21.6	21	10.5	19
2008	3	8	14.5	13.5	12	12
2008	3	9	28	27	17	23
2008	3	10	31.5	31	17	26
2008	3	11	27.5	30	20	24
2008	3	12	22	20	14.8	21
2008	3	13	22	14.5	19	24
2008	3	14	16.5	18	17	22
2008	3	15	27	26.5	17	21
2008	3	16	22	19.4	13.8	21
2008	3	17	25	19	10	22
2008	3	18	27.5	27	17	22
2008	3	19	28	30	20	25
2008	3	20	30	30	18	20
2008	3	21	32	30	22	22
2008	3	22	32.5	30	18.6	23
2008	3	23	26.8	26.5	22	21
2008	3	24	25	22	18.4	22
2008	3	25	32	31	21	25
2008	3	26	36.5	29	21.4	28
2008	3	27	36.5	31.5	25	22
2008	3	28	29.5	20.8	20.8	21
2008	3	29	20.5	18	25	25
2008	3	30	21.5	20	20	18
2008	3	31	20.5	23	25	26
2008	4	1	20.5	21	21	23
2008	4	2	18	21.5	21	17
2008	4	3	22.5	21	12.6	16
2008	4	4	20.5	22	20	20
2008	4	5	20.5	21	11.2	19
2008	4	6	21	22	10	18
2008	4	7	20.5	24	17	20
2008	4	8	21	24	20	20
2008	4	9	20	20	12.4	14.8
2008	4	10	19	19	19.2	21
2008	4	11	24.5	23.5	17.6	23
2008	4	12	22.5	24	17	23
2008	4	13	20	20	13	19
2008	4	14	23.5	25	12	18
2008	4	15	31	32.5	20	27
2008	4	16	30	28	24	30
2008	4	17	26.5	26	25	29
2008	4	18	23.5	20	18.4	19.2
2008	4	19	23	19	15.2	20
2008	4	20	22.5	18	10.2	18
2008	4	21	23.5	20	13	20
2008	4	22	31.5	28.5	17.5	21
2008	4	23	35	34	22	29
2008	4	24	37	38	26	30
2008	4	25	41	40	27.5	33
2008	4	26	31	29	29	27
2008	4	27	31.5	30	29	29
2008	4	28	40.5	40	29	35
2008	4	29	29.5	30	25	26
2008	4	30	31.5	30.5	30	32
2008	5	1	26.5	25	20	21
2008	5	2	23	25	17.5	20
2008	5	3	24.5	23	10	16
2008	5	4	32.5	29	20	20
2008	5	5	31.5	28	25	20
2008	5	6	27.5	28	21	21
2008	5	7	23.5	20	17	16.8
2008	5	8	32.5	25	14	19
2008	5	9	25.5	30	25	32
2008	5	10	28.5	26	19.8	26
2008	5	11	27.5	23	17	21
2008	5	12	28.5	27	17	22
2008	5	13	28.5	25	21	20
2008	5	14	28.5	26	15.6	17.8
2008	5	15	26.5	28	17	20
2008	5	16	37.5	36	25	32
2008	5	17	32.6	31	24	24.4
2008	5	18	31	23.5	17.2	21
2008	5	19	27.5	30	21	24
2008	5	20	28.5	25	23	24
2008	5	21	27.5	25	18	19.2
2008	5	22	30.5	27	15	21
2008	5	23	32.5	32	21	25
2008	5	24	36.5	35	21	29
2008	5	25	39.5	37	25	29
2008	5	26	37	37	29	29
2008	5	27	33	28	23.2	31
2008	5	28	32	35	25	24
2008	5	29	29.5	28	20	26
2008	5	30	28	29	18.4	22.5
2008	5	31	27.5	26	19	23
2008	6	1	33	30	26	26
2008	6	2	35.5	34	29.5	29
2008	6	3	33.5	34	29	29
2008	6	4	25.5	27.6	20	22.6
2008	6	5	28.5	26	19	22
2008	6	6	34	30	25	26
2008	6	7	33	32	22	28
2008	6	8	34	27	25	25
2008	6	9	33.5	26	15	22
2008	6	10	35.5	27.5	19	28
2008	6	11	33.5	30	25	27
2008	6	12	36.5	30	26	26
2008	6	13	36	34	22	27
2008	6	14	35.5	31.5	21	27
2008	6	15	38	34	22	27
2008	6	16	37	34	27	27
2008	6	17	36	32.6	23	26
2008	6	18	34.5	32.5	21.2	24
2008	6	19	30	26	19	24
2008	6	20	31.5	30	18	25
2008	6	21	34.5	32	23	25
2008	6	22	33.5	34	21	26
2008	6	23	37	27	20	22
2008	6	24	32.5	26	17	21
2008	6	25	35.5	32.5	20	26
2008	6	26	37.5	34	23	29
2008	6	27	39	34	25	29
2008	6	28	38.5	34	29	29
2008	6	29	37.5	34	25	26
2008	6	30	36.5	33	25	27
2008	7	1	30.5	29	17	22.4
2008	7	2	36.5	32	22	26
2008	7	3	38.5	33.5	29	33
2008	7	4	35.5	34	25	27.2
2008	7	5	31.5	26	18	25
2008	7	6	35.5	32	25	27
2008	7	7	39.5	34	25	29
2008	7	8	34.5	32	21	29
2008	7	9	32.5	28	25	23
2008	7	10	34.5	30	29	29
2008	7	11	38	34	30	31
2008	7	12	40	30	25	28
2008	7	13	37.5	30	29	29
2008	7	14	38	34	25	28
2008	7	15	38	34	25	28
2008	7	16	32	29	20	24
2008	7	17	35	28	22	28
2008	7	18	36.5	34	25	28
2008	7	19	41.5	38	25	29
2008	7	20	42.5	38	26	33
2008	7	21	41.5	38	28	33
2008	7	22	41	36	29	32
2008	7	23	38.5	38	27	30
2008	7	24	40.5	36.5	25	31
2008	7	25	41	38	26	29.8
2008	7	26	43.5	39	26	33
2008	7	27	45.5	42	32	36
2008	7	28	44.5	41	33	34.6
2008	7	29	42	40	27	29.8
2008	7	30	41	38	25	29
2008	7	31	39	35.5	25	31
2008	8	1	39.5	35.5	25	28
2008	8	2	38	34	23	27
2008	8	3	37	30.5	21	27
2008	8	4	39.5	34	30	31
2008	8	5	39.5	36	30	33
2008	8	6	36	35.5	25	29
2008	8	7	37.5	34	25	28
2008	8	8	38.5	34	26	27.8
2008	8	9	37	34	23	28
2008	8	10	35	30	24	27
2008	8	11	36	32.5	24	28
2008	8	12	36.5	34	23	27
2008	8	13	40	34	23	29
2008	8	14	39	34	22	28
2008	8	15	39	34	22	27
2008	8	16	36.8	39.5	25	27
2008	8	17	43.5	39	26	33
2008	8	18	41.5	38	29	33
2008	8	19	41	38	25	28
2008	8	20	42.5	38	25	32
2008	8	21	42.5	38	25	31
2008	8	22	39.5	38	26	29.2
2008	8	23	37.5	38	28	29
2008	8	24	42	38	30	27
2008	8	25	46.5	38.5	32	30
2008	8	26	43	43	32	36
2008	8	27	41.5	38	29	32
2008	8	28	37.5	33	23.6	28.6
2008	8	29	39.5	34	21	27
2008	8	30	41.5	36	27	32
2008	8	31	42.5	41	30	35
2008	9	1	37	37.5	27	29.6
2008	9	2	40	33.4	25	27
2008	9	3	37	35	25	32
2008	9	4	37	34	23	29
2008	9	5	35.5	30	20	27
2008	9	6	39.5	34	23	31
2008	9	7	40.5	37	25	30
2008	9	8	38.5	34	23	27
2008	9	9	38	34	23	28
2008	9	10	39	34	25	28
2008	9	11	39.5	34	27	30
2008	9	12	34.5	36.2	19.4	23
2008	9	13	39.5	36	25	28
2008	9	14	42.5	37.5	29	32
2008	9	15	39.5	37	25	29
2008	9	16	34	30	24	23
2008	9	17	34.5	30	23	25
2008	9	18	37	34	23	26
2008	9	19	39.5	34	25	25
2008	9	20	38	34	28	30
2008	9	21	36	34.5	23.4	24.8
2008	9	22	37.5	34	25	30
2008	9	23	36.5	33	29	29
2008	9	24	34.5	30	26	29
2008	9	25	35.5	30.5	23	27
2008	9	26	35	30	21	24
2008	9	27	34.5	30	20	22
2008	9	28	33.5	30	25	23
2008	9	29	26	22	18.4	22
2008	9	30	29.5	30	21	22
2008	10	1	30	30	23	23
2008	10	2	32.5	22	15.6	19
2008	10	3	30	25	15	21
2008	10	4	33.5	30	19	20
2008	10	5	25.5	30	25	20
2008	10	6	33	30	25	19
2008	10	7	34.5	30	20	29
2008	10	8	36.5	34	22	29
2008	10	9	32	30	22	22
2008	10	10	29	22.2	18.2	20
2008	10	11	31.5	26	17	22
2008	10	12	28.5	26	22	20
2008	10	13	31.5	26	20	22
2008	10	14	32	26	16	26
2008	10	15	35	30	22	27
2008	10	16	42.5	41.5	25	31
2008	10	17	37	26	24	29
2008	10	18	26	22	18	19.8
2008	10	19	31.5	26	25	21
2008	10	20	31.5	29	20.4	19
2008	10	21	31	29	18	21
2008	10	22	30	30	20	20.6
2008	10	23	28	25	14	17
2008	10	24	30	26	19	21
2008	10	25	24	26	22	20
2008	10	26	26.5	22.5	17.4	18
2008	10	27	18.8	15	11.2	17
2008	10	28	19	14.5	7	13
2008	10	29	24.5	18.5	9	12
2008	10	30	23	22.5	10	16
2008	10	31	22	21	10	13
2008	11	1	24	22	9	12
2008	11	2	21.5	22	10	12
2008	11	3	23	22.5	15	20
2008	11	4	20.5	14	12.2	16
2008	11	5	22.5	19.5	10	13
2008	11	6	19.5	15	10	13
2008	11	7	27.5	15	12	15
2008	11	8	19.4	13	15	13.4
2008	11	9	19.5	15	8	11
2008	11	10	15	10.5	4.4	12
2008	11	11	17	13	2	8
2008	11	12	20	18	5	10
2008	11	13	18	18	9	11
2008	11	14	22	18	8	9
2008	11	15	20.5	18.5	5	12
2008	11	16	25	18	5	13
2008	11	17	22	18	8	13
2008	11	18	22.5	18	9	12
2008	11	19	24.5	21	10	18
2008	11	20	23.5	25	12	17
2008	11	21	21.5	18	10.4	18
2008	11	22	28	21	12	16
2008	11	23	32.5	25	13	21
2008	11	24	32.5	30	16	19
2008	11	25	24.5	24	13.6	19
2008	11	26	22.5	18.5	13	12
2008	11	27	18	18	14	15
2008	11	28	22	18	15	19
2008	11	29	24	19	14	12
2008	11	30	23.5	19	13	12
2008	12	1	16	14	7.2	9
2008	12	2	17	14	7	9
2008	12	3	16	11.8	5	8
2008	12	4	14.5	10.2	4	8
2008	12	5	12	10	2	7
2008	12	6	18	14	4	9
2008	12	7	15.5	14	4	7
2008	12	8	21.5	18.5	6	13
2008	12	9	22	25	6	15
2008	12	10	22	22	10	14
2008	12	11	20	18.5	7	13
2008	12	12	15	12.4	4.8	8
2008	12	13	11.5	8.5	2	5
2008	12	14	15.5	14.5	4	7
2008	12	15	13.5	14	1.8	7
2008	12	16	14	8.6	-1.2	2
2008	12	17	13	10.5	-1	6
2008	12	18	9.5	10	-1	4
2008	12	19	12.5	10	0	5
2008	12	20	13.5	14	0	9
2008	12	21	14.5	14	4	9
2008	12	22	13.5	13.5	7	10
2008	12	23	15.5	16	10	10
2008	12	24	18	21	10	13
2008	12	25	26.5	26.5	12	12
2008	12	26	15.5	16	7.2	9.4
2008	12	27	12	8	4	8
2008	12	28	15.5	9.5	2	8
2008	12	29	14	10	4	12
2008	12	30	13.5	10	6	11
2008	12	31	13.5	14	7	9
2009	1	1	11.5	10	7	7
2009	1	2	12	5.8	4.6	8
2009	1	3	11.5	10	-1	6
2009	1	4	9.5	14.5	2	9
2009	1	5	12.5	10	4	8
2009	1	6	11.5	19	7	7
2009	1	7	11	10	6	7
2009	1	8	13	14	6	13
2009	1	9	14.5	12.5	7	13
2009	1	10	12.5	6.5	3.8	6
2009	1	11	10.5	10	2	9
2009	1	12	8.5	10	0.2	5
2009	1	13	13	14	1	6
2009	1	14	11	10.5	1	6
2009	1	15	16.5	16	5	11
2009	1	16	15.5	14	5	12
2009	1	17	25.5	22	5	12
2009	1	18	21.5	22	5	14
2009	1	19	15	14	7	8
2009	1	20	14.5	12	7	9
2009	1	21	14.5	14	7	13
2009	1	22	9.6	7.4	2.4	5
2009	1	23	7.5	6	-1	2
2009	1	24	11.5	6	5	7
2009	1	25	13	10.5	3	12
2009	1	26	22	22	4	13
2009	1	27	18.5	19	7	13
2009	1	28	15.5	11.6	4.4	8.8
2009	1	29	16	14	5	12
2009	1	30	15	18	8	13
2009	1	31	16	14	9	15
2009	2	1	16	18.5	10	19
2009	2	2	14	11.6	7.4	17
2009	2	3	10	7	1	4
2009	2	4	11	7	-1.2	3
2009	2	5	16	14	1	9
2009	2	6	15.5	18	5	9
2009	2	7	22	18.5	7	12
2009	2	8	16.4	20	7	14
2009	2	9	16	18.5	9	12
2009	2	10	20	26.5	10	11
2009	2	11	22	22	10	9
2009	2	12	13	14.4	6.2	8
2009	2	13	15.5	14	5	11
2009	2	14	19	22	6	18
2009	2	15	15	14.5	10	18
2009	2	16	22	24	12	19.2
2009	2	17	29	26.5	12	21
2009	2	18	17.4	16	9.6	16
2009	2	19	13	10	2.8	6
2009	2	20	20	19	5	16
2009	2	21	21	22.6	10	18
2009	2	22	16	19	7.2	16
2009	2	23	11.6	9.4	2	8
2009	2	24	12	14.5	5	11
2009	2	25	18	14.5	10	13
2009	2	26	18	17.5	7	12
2009	2	27	19	18	11	21
2009	2	28	18	24.5	13	17
2009	3	1	19	15.5	12.2	16
2009	3	2	12.6	11.4	5	14
2009	3	3	13	18	8	16
2009	3	4	18	14.5	6	12
2009	3	5	12	8.2	4.2	13
2009	3	6	13	14.5	6	11
2009	3	7	24	22.5	10	16
2009	3	8	25	26.5	17	22
2009	3	9	34	30.8	18	26
2009	3	10	26.2	29	20	22
2009	3	11	24	22	13	21
2009	3	12	31	28.5	18	21
2009	3	13	28.5	17.4	21	19
2009	3	14	27	30	22	19
2009	3	15	26	30	25	21
2009	3	16	24	16.2	14	12
2009	3	17	15	9.4	7.4	8
2009	3	18	14	10	5	7
2009	3	19	16	14.5	15	12
2009	3	20	25	24.5	20	21
2009	3	21	22	21	12.2	16
2009	3	22	12.5	10	9	9
2009	3	23	15	18.5	17	20
2009	3	24	33	28	19	25
2009	3	25	22	22	15.6	23
2009	3	26	19	21	15	19
2009	3	27	25	25.5	12	20
2009	3	28	27	25	19	21
2009	3	29	19	19.5	20	18
2009	3	30	23	12	10	15
2009	3	31	16	10.5	5	15
2009	4	1	13	10.4	3	11
2009	4	2	22	20	12	17
2009	4	3	25	27.5	20	20
2009	4	4	14	19	12.4	17.8
2009	4	5	14	11.6	14	9
2009	4	6	17	14.5	8	17
2009	4	7	27	26.5	15	22
2009	4	8	24	22.5	18	18
2009	4	9	19	16.5	16	17
2009	4	10	15.4	13	8.2	9.8
2009	4	11	16.5	11	8	8
2009	4	12	23	14.5	6	9
2009	4	13	13.2	12.5	3	8
2009	4	14	11	7.2	1.2	7
2009	4	15	20	20	9	16
2009	4	16	25	26.5	15	20
2009	4	17	15.4	15	14	17
2009	4	18	14	17	14	16
2009	4	19	17	15	14	18
2009	4	20	18	12.5	5	14
2009	4	21	21	18.5	12	18
2009	4	22	26	28	17	18
2009	4	23	26	18.5	21	18
2009	4	24	19	18	19	14
2009	4	25	17.5	14	10	12
2009	4	26	17	14	15	14
2009	4	27	16.5	10.5	5.2	10
2009	4	28	25	18	17	21
2009	4	29	22.5	21	20	18
2009	4	30	28	26	23	27
2009	5	1	33	30	21	24
2009	5	2	28	26	18	23
2009	5	3	28	26	20	26
2009	5	4	26	22.5	18	21
2009	5	5	27	36.5	23	29
2009	5	6	28	35	27	29
2009	5	7	27	26	20.4	24
2009	5	8	26	26	17	19
2009	5	9	27.5	26.5	20	24
2009	5	10	24	25	17	22
2009	5	11	22.5	19.5	20	19
2009	5	12	22	20	16	16
2009	5	13	25.5	22	15	18
2009	5	14	31	30	19	23
2009	5	15	31.5	30	25	22
2009	5	16	29	27	21	22
2009	5	17	23	21	12.2	17
2009	5	18	25	18.5	11	17
2009	5	19	31	30	20	22
2009	5	20	29	26	21	24
2009	5	21	31.5	26.5	25	26
2009	5	22	35	34	30	27
2009	5	23	30.2	26	25	24
2009	5	24	31.5	30	29	29
2009	5	25	27	26	22	24
2009	5	26	26	22	22	21
2009	5	27	25.5	23	25	23
2009	5	28	29	22.5	25	22
2009	5	29	31	28.5	30	24
2009	5	30	22.8	22.4	17.2	20
2009	5	31	29.5	27.5	17	20
2009	6	1	26	22.4	14.4	20
2009	6	2	26	22.5	14	20
2009	6	3	32	30	21	24
2009	6	4	35	33	21	24
2009	6	5	38	35	25	27
2009	6	6	39	35	24	29
2009	6	7	28.2	30	25	24.8
2009	6	8	27	23	17	22
2009	6	9	37	26	21	24
2009	6	10	34.5	30	23	29
2009	6	11	34	30	22	24
2009	6	12	33.5	35	25	29
2009	6	13	38	36	26	31
2009	6	14	39	38	28	30
2009	6	15	37	34	28	28
2009	6	16	37	34	21	27
2009	6	17	35	30	23	25
2009	6	18	37	34	27	30
2009	6	19	31	30	21	27
2009	6	20	28	27	19	24
2009	6	21	31	28	24	25
2009	6	22	36	32	28	30
2009	6	23	37	34	25	28
2009	6	24	34	33	26	29
2009	6	25	38	38	30	34
2009	6	26	39	38	30	34
2009	6	27	38	40	30	34
2009	6	28	35	34	25	30.4
2009	6	29	36	35	28	30
2009	6	30	37	34	25	31
2009	7	1	37	37.5	30	32
2009	7	2	31	34	20.6	30
2009	7	3	32	30	23	28
2009	7	4	36	33.5	28	29
2009	7	5	36	34	25	29
2009	7	6	35	34	25	30
2009	7	7	34	33.5	20	29
2009	7	8	31	34	21	26
2009	7	9	36	34	26	29
2009	7	10	37	34	31	30
2009	7	11	36	34	27	28
2009	7	12	37	37	27	31
2009	7	13	42	38	29	31
2009	7	14	35.8	43	33	32
2009	7	15	37	38	35	31
2009	7	16	38	38	36	33
2009	7	17	38	38	35	33
2009	7	18	38	38	37	35
2009	7	19	39	39	35	35
2009	7	20	42	38	39	36
2009	7	21	38.5	38	36	34
2009	7	22	39	38	29	33
2009	7	23	37	35	25	32
2009	7	24	36	34	25	30
2009	7	25	38	32.5	26	29
2009	7	26	34	31.5	26	32
2009	7	27	36	34	26	29
2009	7	28	37	34	27	33
2009	7	29	36	34	24.4	28
2009	7	30	30	32	22	29
2009	7	31	28	25	21	29
2009	8	1	30	27	23	32
2009	8	2	36	31	22	32
2009	8	3	31.5	30	20	31
2009	8	4	33	30	22	33
2009	8	5	29	30	25	29
2009	8	6	33	30	25	28
2009	8	7	38	36	30	33
2009	8	8	37	34	27	29
2009	8	9	31	34	25	28
2009	8	10	32.5	33	23	27
2009	8	11	29	34	24	27
2009	8	12	29	27	25	25
2009	8	13	27	25	20	25
2009	8	14	26.5	25	21	27
2009	8	15	25	22.5	19	26
2009	8	16	27	22.5	24	27
2009	8	17	28.5	24	20	24
2009	8	18	33	30	25	27
2009	8	19	39	31	27	29
2009	8	20	34	33	25	27
2009	8	21	32	30	25	29
2009	8	22	35	32	25	28
2009	8	23	32	28.5	25	26
2009	8	24	29	25.2	21.4	20
2009	8	25	32	30	25	23
2009	8	26	33	30.5	25	25
2009	8	27	32	30	25	24
2009	8	28	30	30	18	24
2009	8	29	32	30	22	25
2009	8	30	32.5	32.5	25	29
2009	8	31	30	32	20	24
2009	9	1	31	30.5	20	24
2009	9	2	36	34	22	29
2009	9	3	33	34.5	22	26
2009	9	4	33	33.5	26	25
2009	9	5	32	34	23	27
2009	9	6	34.5	34	22	26
2009	9	7	34	33.5	22	24
2009	9	8	32.5	30	21	23
2009	9	9	33	30.5	20	23
2009	9	10	34	30	22	24
2009	9	11	33	30	22	23
2009	9	12	32	30.5	21	23
2009	9	13	37	38	29	32
2009	9	14	36	34	29	29
2009	9	15	28	34	20.4	23.2
2009	9	16	26	30	17	23
2009	9	17	27	30	20	22
2009	9	18	29	30.5	21	22
2009	9	19	27	26.5	17	22
2009	9	20	32	34	23	31
2009	9	21	34	34	23	29
2009	9	22	34	34	24	25
2009	9	23	32	31	24	22
2009	9	24	26.2	26	17	20.2
2009	9	25	25	21	14	16
2009	9	26	29	26	22	23
2009	9	27	27	30	20	24
2009	9	28	30	30	25	21
2009	9	29	27	30	26	24
2009	9	30	29.5	26	21	25
2009	10	1	32	30	22	22
2009	10	2	33	30	16	20
2009	10	3	31	30	22	25
2009	10	4	30	30	20	21
2009	10	5	31	31.5	20	24
2009	10	6	31	30	20	20
2009	10	7	30.5	30	16	20
2009	10	8	27	21.5	13	18
2009	10	9	28.8	28	17	19
2009	10	10	29	30	20	24
2009	10	11	28	30	23	23
2009	10	12	27	26	17	20
2009	10	13	27	30	24	26
2009	10	14	27	34	22	21
2009	10	15	29	30	20	24
2009	10	16	28	29	18	21
2009	10	17	28	30	20	24
2009	10	18	27	26	15	20
2009	10	19	26	25.5	17	18
2009	10	20	27	27	14	18
2009	10	21	26	26	15	18
2009	10	22	27	29.5	18	22
2009	10	23	26	28	17	21
2009	10	24	27	28	17	21
2009	10	25	30	34	19	24
2009	10	26	22	22.5	15	20
2009	10	27	18.5	18.5	11	16
2009	10	28	25	22.5	15	21
2009	10	29	29	26	18	21
2009	10	30	29	30	20	20
2009	10	31	26	30	20	22
2009	11	1	27	28	17	20
2009	11	2	31.5	37	20	28
2009	11	3	29.5	30	20	26
2009	11	4	26	26	17.2	24.4
2009	11	5	29	30	16	24
2009	11	6	26	22	14	21
2009	11	7	18.8	16	6.6	17.4
2009	11	8	19	22	10	17
2009	11	9	20	22	10	17
2009	11	10	29	22	12	16
2009	11	11	19.5	22	11	16
2009	11	12	25	26.5	12	17
2009	11	13	25	26	15	17
2009	11	14	26	26	19	21
2009	11	15	26.5	24	15	23
2009	11	16	22	22	15	22
2009	11	17	21	22	16	23
2009	11	18	19.5	19	18	20
2009	11	19	19.5	11	13.4	19
2009	11	20	21	17	9	16
2009	11	21	17.5	22	9	17
2009	11	22	19.5	14	7.6	13
2009	11	23	13	15	5	12
2009	11	24	13	12	3	7
2009	11	25	15	22	5	12
2009	11	26	16	17	8	13
2009	11	27	15.5	10.5	4.2	15
2009	11	28	15	16	5	11
2009	11	29	16	10	5	7
2009	11	30	15	18	5	13
2009	12	1	13	16	3.4	9
2009	12	2	10.6	9.5	1	6
2009	12	3	8.2	9	1	4
2009	12	4	13	11	1	10
2009	12	5	14	13	3	11
2009	12	6	11	18	5	10
2009	12	7	14.5	14	6	13
2009	12	8	10	9	4	8.4
2009	12	9	10	7	1	14
2009	12	10	12	14	5	11.8
2009	12	11	12	14	3	6.2
2009	12	12	13	18	5	12
2009	12	13	19.5	18.5	6	12
2009	12	14	19	20	5	13
2009	12	15	17	16	5	6.4
