year	month	day	34.5	190	1500	280	1000				
2011	6	12	0	0	0	0	0				
2011	6	13	0	1	0	0	0				
2011	6	14	0	0	0	0	0				
2011	6	15	0	0	0	0	0				
2011	6	16	0	0	0	0	0				
2011	6	17	0	0	0	0	0				
2011	6	18	0	0	0	0	0				
2011	6	19	0	0	0	0	0				
2011	6	20	0	0	0	0	0				
2011	6	21	0	0	0	0	0				
2011	6	22	0	2	0	1	0				
2011	6	23	5.5	3.5	2.5	5	10				
2011	6	24	9	15.5	9	25.5	7.5				
2011	6	25	1.5	2.5	4	6.5	0				
2011	6	26	0	0	0	0	0				
2011	6	27	0	0	0	0	0				
2011	6	28	0	0	0	0	0				
2011	6	29	0	0	0	0	0				
2011	6	30	0	0	0	0	0				
2011	7	1	0	0	0	0	0				
2011	7	2	0	0	0	0	0				
2011	7	3	0	0	0	0	0				
2011	7	4	0	2	0	0	0				
2011	7	5	0	0	0	0	0				
2011	7	6	0	0	0	0	0				
2011	7	7	0	0	0	0	0				
2011	7	8	0	0	0	0	0				
2011	7	9	0	0	0	0	0				
2011	7	10	0	0	0	0	0				
2011	7	11	0	0	0	0	0				
2011	7	12	4.5	3.5	0	2.5	0				
2011	7	13	0	0.5	0	0.5	0				
2011	7	14	0	1	0	0.5	0				
2011	7	15	0	0	0	0	0				
2011	7	16	0	0	0	0	0				
2011	7	17	0	0	0	0	0				
2011	7	18	0	0	0	0	0				
2011	7	19	0	0	0	0	0				
2011	7	20	0	0	0	0	0				
2011	7	21	0	0	0	0	0				
2011	7	22	0	0	0	0	0				
2011	7	23	0	0	0	0	0				
2011	7	24	0	0	0	0	0				
2011	7	25	0	0	0	0	0				
2011	7	26	0	0	0	0	0				
2011	7	27	0	0	4.5	0	0				
2011	7	28	0	0	0	0	0				
2011	7	29	0	1.5	0	8	0				
2011	7	30	0	0	0	0	0				
2011	7	31	0	0	0	0	0				
2011	8	1	0	0	0	0	0				
2011	8	2	0	0	0	0	0				
2011	8	3	0	0	0	0	0				
2011	8	4	0	0	0	0	0				
2011	8	5	0	0	0	0	0				
2011	8	6	0	0.5	0	1	0				
2011	8	7	2	11.5	0	4.5	0				
2011	8	8	0	3	0	3	0				
2011	8	9	3.7	10.5	3.5	2.5	1				
2011	8	10	65	33.5	6	26.5	3.5				
2011	8	11	0	0	0	0	0				
2011	8	12	2.5	0.5	0.5	0.5	0				
2011	8	13	0	0	0	0	0				
2011	8	14	0	0	0	0	0				
2011	8	15	0	0	0	0	0				
2011	8	16	0	0	0	0	0				
2011	8	17	0	0	0	0	0				
2011	8	18	0	0	0	0	0				
2011	8	19	0	0.5	0	0	0				
2011	8	20	0	0	0	0	0				
2011	8	21	0	6	1.5	3	0				
2011	8	22	0.5	0	0	0	0				
2011	8	23	0	1	0	0	0				
2011	8	24	0	0	2	0.5	0				
2011	8	25	7.5	7	2	3	3.5				
2011	8	26	22	21	4	25.5	6				
2011	8	27	15	27	20.5	71	26				
2011	8	28	0.5	1	2.5	15.5	1				
2011	8	29	0	0	0	9	1				
2011	8	30	0	6.5	0	0	0				
2011	8	31	0	0	0	0	0				
2011	9	1	0	0	0	0	0				
2011	9	2	0	0	0	0	0				
2011	9	3	0	0	0	0	0				
2011	9	4	0	0	0	0	0				
2011	9	5	0	0	0	0	0				
2011	9	6	0	0	0	0	0				
2011	9	7	0	0	0	1.5	0				
2011	9	8	0	0	0	0	0				
2011	9	9	0	0	0	0	0				
2011	9	10	0	0	0	0	0				
2011	9	11	0	0	0	0	0				
2011	9	12	0	0	0	0	0				
2011	9	13	0	9.5	0	0	0				
2011	9	14	0	2.5	0	5.5	0				
2011	9	15	0	0	0	0	0				
2011	9	16	0	0	0	0	0				
2011	9	17	0	0	0	0	0				
2011	9	18	0	31	0	0	0				
2011	9	19	0	0	0	0	0				
2011	9	20	0	0	0	0	0				
2011	9	21	0	0	0	0	0				
2011	9	22	3	4.5	5	9.5	9				
2011	9	23	0	0	0	0	0				
2011	9	24	0	0	0	0	0				
2011	9	25	0	0	0	0	0				
2011	9	26	6	3	0	2.5	0				
2011	9	27	0	0	0	0	0				
2011	9	28	2	0.5	2.5	7.5	0				
2011	9	29	0	0	0	0	0				
2011	9	30	0	0	0	0	0				
2011	10	1	0	0	0	0	0				
2011	10	2	0.5	1.5	0	2	0				
2011	10	3	0	0	0.5	0	0				
2011	10	4	12	14	0	32	0				
2011	10	5	0	0	0	0	0				
2011	10	6	0	0	0	0	0				
2011	10	7	0	0	0	0	0				
2011	10	8	0	0	0	0	0				
2011	10	9	0	0	0	0	0				
2011	10	10	0	0	0	0	0				
2011	10	11	0	0	0	0	0				
2011	10	12	0	0	0	0	0				
2011	10	13	0	0	0	0	0				
2011	10	14	0	0	0	0	0				
2011	10	15	0	0	0	0	0				
2011	10	16	0	0	0	0	0				
2011	10	17	0	0	0	0	0				
2011	10	18	0	0	0	0	0				
2011	10	19	0	0	0	0	0				
2011	10	20	17	22.5	10	53.5	12				
2011	10	21	12.5	38	3	19	0				
2011	10	22	43.5	39	22	37	11				
2011	10	23	0	0.5	1.5	4	0				
2011	10	24	0	0	0	0	0				
2011	10	25	0	0	0	0	0				
2011	10	26	0	0	0	0	0				
2011	10	27	9.5	6.5	4	7.5	0				
2011	10	28	0	3.5	0	7.5	0				
2011	10	29	4	5	3	6.5	4				
2011	10	30	1	1	0.5	1	0				
2011	10	31	2	3.5	0	3.5	0				
2011	11	1	0.5	0	0	0	0				
2011	11	2	0	0	0	0	0				
2011	11	3	0	0	0	0	0				
2011	11	4	0	0	0	0	0				
2011	11	5	0	0	0	0	0				
2011	11	6	0	0	1.5	0	0				
2011	11	7	16	13	3	7.5	3				
2011	11	8	0	0	0	0	0				
2011	11	9	0	0	0	0	0				
2011	11	10	0	0	0	0	0				
2011	11	11	0	0	0	0	0				
2011	11	12	0	0	0	0	0				
2011	11	13	16	26.5	3.5	29.5	0				
2011	11	14	1	1	0	0	0				
2011	11	15	0	0	0	0	0				
2011	11	16	0	0	0	0	0				
2011	11	17	0.5	0.5	0	0	0				
2011	11	18	0	0	0	0	0				
2011	11	19	0	0	0	0	0				
2011	11	20	1	1.5	3.5	1.5	3.5				
2011	11	21	0	1	1	2	0				
2011	11	22	4.5	8	6	8	5				
2011	11	23	0	0	1	1	0				
2011	11	24	0	0	0	1.5	0				
2011	11	25	12.5	8.5	0	17.5	3				
2011	11	26	0	4.5	7	0	1				
2011	11	27	0	0	0	0	0				
2011	11	28	0	0	0	0	0				
2011	11	29	0	0	0	0	0				
2011	11	30	0	0	0	0	0				
2011	12	1	0	0	0	0	0				
2011	12	2	7	8	2.5	8.5	1.5				
2011	12	3	0	0	0	0	0				
2011	12	4	2	4	10.5	5.5	16				
2011	12	5	0	0	4	1.5	1.5				
2011	12	6	0	0	0	0	0				
2011	12	7	0	0	0	0	0				
2011	12	8	0	0	0	0	0				
2011	12	9	0	0	0	0	0				
2011	12	10	0	0	0	0	0				
2011	12	11	15	31	8	21	3.5				
2011	12	12	0	0	0	0	0				
2011	12	13	0	0	0	0	0				
2011	12	14	0	0	0	0	0				
2011	12	15	0	0	0	0	0				
2011	12	16	0	0	0	0	0				
2011	12	17	0	0	0	0	0				
2011	12	18	0	0	0	0	0				
2011	12	19	0	0	0	0	0				
2011	12	20	0	0	0	0	0				
2011	12	21	0	0	0	0	0				
2011	12	22	0	0	0	0	0				
2011	12	23	0	0	0	0	0				
2011	12	24	0	0	0	0	0				
2011	12	25	0	0.5	0	0	0				
2011	12	26	10	15.5	4	19.5	3				
2011	12	27	8.5	11	3	15.5	1				
2011	12	28	1	2	1	0	0				
2011	12	29	0	0	0	0	0				
2011	12	30	0	0	0	0	0				
2011	12	31	0	0	0	0	0				
2012	1	1	0	0	0	0	0				
2012	1	2	0	0	0	0	0				
2012	1	3	4	4	3	7	0				
2012	1	4	12.5	22.5	7.5	24.5	6.5				
2012	1	5	5	7	6	6.5	0				
2012	1	6	0	0	0	0	0				
2012	1	7	0	0	0	0	0				
2012	1	8	0	0	0	0	0				
2012	1	9	0	0	0	0	0				
2012	1	10	0	0	0	0	0				
2012	1	11	0	0	0	0	0				
2012	1	12	0	0.5	0	0	0				
2012	1	13	0	0.5	0	0.5	0				
2012	1	14	8.5	9.5	6.5	11.5	1				
2012	1	15	0	0	0	0	0				
2012	1	16	0	0	0	0	0				
2012	1	17	0	0	0	0	0				
2012	1	18	0	0	0	0	0				
2012	1	19	0	0	0	0	0				
2012	1	20	0	0	0	0	0				
2012	1	21	13	23	4.5	19.5	0				
2012	1	22	4.5	6	3	4	1				
2012	1	23	0	0	0	0	0				
2012	1	24	0	0	0	0	0				
2012	1	25	3.5	5	4.5	5.5	4				
2012	1	26	0	0	0	0	0				
2012	1	27	0	0	0	0	0				
2012	1	28	0	0	0	0	0				
2012	1	29	21	26.5	8	22.5	8				
2012	1	30	0	0	0	0	0				
2012	1	31	0	0	0	0	0				
2012	2	1	0	0	0	0	0				
2012	2	2	30.5	30	22.5	29.5	19.5				
2012	2	3	27.5	27	9	45	12.5				
2012	2	4	6.5	8.5	7	8.5	5				
2012	2	5	2	2	5.5	4	2.5				
2012	2	6	0	0	0	0	0				
2012	2	7	0	0	0	0	0				
2012	2	8	0	0	0	0	0				
2012	2	9	17	20	11	19.5	12				
2012	2	10	0	0	0	0	0				
2012	2	11	21.5	14.5	8	25	3				
2012	2	12	3	10	9	7.5	3				
2012	2	13	0	0	0	0	1.5				
2012	2	14	0	0	0	0	0				
2012	2	15	0	0	0	0	0				
2012	2	16	0	0	0	0	0				
2012	2	17	0	0.5	0	2	0				
2012	2	18	0	0	0	0	0				
2012	2	19	14	20	3.5	25	1.5				
2012	2	20	9.5	19.5	33.5	35.5	17.5				
2012	2	21	3	18.5	30	15	4.5				
2012	2	22	0	0	0	1	0				
2012	2	23	0	0	0	0	0				
2012	2	24	0	0	0	0	0				
2012	2	25	0	0	0	0	0				
2012	2	26	0	0	0	0	0				
2012	2	27	0	0	0	0	0				
2012	2	28	0	0	0	0	0				
2012	2	29	0	0	0	0	0				
2012	3	1	0	0	0	0	0				
2012	3	2	0	0	0	0	0				
2012	3	3	8.5	15.5	9	19	4				
2012	3	4	0	0	2	1.5	0				
2012	3	5	2	2.5	6	4	2.5				
2012	3	6	3	7	7.5	8	8				
2012	3	7	0	0	0	0	0				
2012	3	8	2	3	0	2	1				
2012	3	9	1	2	1	19	0				
2012	3	10	0	2.5	1.5	3	0				
2012	3	11	5.5	13	9	16	3				
2012	3	12	0	0	6	1.5	2.5				
2012	3	13	1	1.5	10	1	0				
2012	3	14	0	0	0	0	0				
2012	3	15	3	6.5	0	3.5	0				
2012	3	16	8	16	5	9	0				
2012	3	17	6.5	7.5	0	6.5	0				
2012	3	18	22.5	37.5	11.5	39	5.5				
2012	3	19	0	0	5	2	2				
2012	3	20	0	0	0	0	0				
2012	3	21	0	0	0	0	0				
2012	3	22	0	0	0	0	0				
2012	3	23	1	2.5	0	1.5	0				
2012	3	24	1.5	4.5	0	6	0				
2012	3	25	0	0	0	0	0				
2012	3	26	0	0	0	0	0				
2012	3	27	0	0	0	0	0				
2012	3	28	3	23.5	5	18	4				
2012	3	29	0	0	0	0	0				
2012	3	30	0	1	0	0	0				
2012	3	31	17.5	11	14	8.5	11				
2012	4	1	0	0	0	0	0				
2012	4	2	0	0	0	0	0				
2012	4	3	0	0	0	0	0				
2012	4	4	0.5	1	0	1	0				
2012	4	5	0	0	0	0	0				
2012	4	6	0	0	0	0	0				
2012	4	7	0	0	0	0	0				
2012	4	8	0	0	0	0	0				
2012	4	9	0	0	0	0	0				
2012	4	10	0	0	0	0	0				
2012	4	11	0	0	0	0	0				
2012	4	12	0	0	0	0	0				
2012	4	13	0	0	0	0	0				
2012	4	14	0	1.5	0	1.5	0				
2012	4	15	0	0	0	0	0				
2012	4	16	0	0	2	0	1.5				
2012	4	17	0	3.5	0	1	10.5				
2012	4	18	7	28	16	7	16				
2012	4	19	0	3.5	2	12	0				
2012	4	20	0	1.5	0	0	0				
2012	4	21	23.5	31	19	29.5	15.5				
2012	4	22	0.5	1	4.5	1	4.5				
2012	4	23	0	0	0	0	0				
2012	4	24	3.5	5.5	6	1	0				
2012	4	25	0	0.5	0	0	0				
2012	4	26	0.5	0	0	0	0				
2012	4	27	0	0	0	0	0				
2012	4	28	0	0	0	0	0				
2012	4	29	0	0	0	0	0				
2012	4	30	0	0	0	0	0				
2012	5	1	0	0	0	0	0				
2012	5	2	0	0	1.5	0	0				
2012	5	3	0	0	0	0	0				
2012	5	4	0	0	2	0.5	4				
2012	5	5	0	0	0	0	0				
2012	5	6	2	0	0	0	2				
2012	5	7	0	0	0	0	0				
2012	5	8	3	3	9	3	7				
2012	5	9	0	0	0	0	0				
2012	5	10	0	0	0	0	0				
2012	5	11	0	0	0	0	0				
2012	5	12	0	0	0	0	0				
2012	5	13	0	0	0	0	0				
2012	5	14	0	0	0	0	2				
2012	5	15	0	0	0	0	1.5				
2012	5	16	2	5	1.5	0	0				
2012	5	17	0	0	0	0	0				
2012	5	18	0	0	0	0	0				
2012	5	19	0	0	0	0	0				
2012	5	20	0	0	0	0	0				
2012	5	21	0	0	0	0	0				
2012	5	22	0	0	0	0	0				
2012	5	23	10.5	14	1	5.5	2				
2012	5	24	20.5	55	4.5	61.5	1.5				
2012	5	25	0	0	0	0	0				
2012	5	26	0	0	0	0	0				
2012	5	27	4	6.5	0	4.5	0				
2012	5	28	0	0	0	0	0				
2012	5	29	0	0	0	0	0				
2012	5	30	0	0	0	0	0				
2012	5	31	0	0	0	0	0				
2012	6	1	0	0	0	0	0				
2012	6	2	0	0	0	0	0				
2012	6	3	0	0	0	0	0				
2012	6	4	0	0	0	0	0				
2012	6	5	0	0	0	0	0				
2012	6	6	0	0	0	0	0				
2012	6	7	0	0	0	0	0				
2012	6	8	0	0	0	0	0				
2012	6	9	0	0	0	0	0				
2012	6	10	0	0	0	0	0				
2012	6	11	15.5	7.5	0	1.5	0				
2012	6	12	0	0	0	1	0				
2012	6	13	0	0	0	0	0				
2012	6	14	0	4.5	0	0	0				
2012	6	15	0	0	3	2	0				
2012	6	16	0	0	0	0	0				
2012	6	17	0	0	0	0	0				
2012	6	18	6	22.5	0	29	2				
2012	6	19	6.5	19	19.5	23.5	11				
2012	6	20	3.5	0.5	5.5	2.5	0				
2012	6	21	0	0	4	1.5	1				
2012	6	22	0	0	0	0	0				
2012	6	23	0	0	0	0	0				
2012	6	24	0	0	0	0	0				
2012	6	25	0	0	0	0	0				
2012	6	26	0	0	0	0	0				
2012	6	27	0	0	0	0	0				
2012	6	28	0	0	0	0	0				
2012	6	29	0	0	0	0	0				
2012	6	30	0	0.5	0	1.5	0				
2012	7	1	0	0	0	1	0				
2012	7	2	0	5.5	0	1.5	0				
2012	7	3	0	1	0	2	0				
2012	7	4	0	0	0	0	0				
2012	7	5	0	0	0	0	0				
2012	7	6	0	0	0	0	0				
2012	7	7	0	0	0	1	0				
2012	7	8	0	0	0	0	0				
2012	7	9	0	0	0	0	0				
2012	7	10	0	1	0	0	0				
2012	7	11	0	0	0	2.5	0				
2012	7	12	0	0	0	0	0				
2012	7	13	0	0	0	0	0				
2012	7	14	2	5.5	1	14	0				
2012	7	15	0	57	0	5	0				
2012	7	16	14	0.5	0	3	0				
2012	7	17	4	60	8	41.5	5				
2012	7	18	0	0.5	0	0	0				
2012	7	19	4	0	0	0	0				
2012	7	20	1.5	0	0	0	0				
2012	7	21	18	51	0	24	0.5				
2012	7	22	0	0	0	0	0				
2012	7	23	0	0	0	0	0				
2012	7	24	0	0	0	0	0				
2012	7	25	0	0	0	0	0				
2012	7	26	0	2.5	7	0	0				
2012	7	27	0	0	0	0	0				
2012	7	28	0	0	0	0	0				
2012	7	29	0	0	0	0	0				
2012	7	30	0	0	0	0	0				
2012	7	31	0	0	0	0	0				
2012	8	1	0	0	0	0	0				
2012	8	2	0	0	0	0	0				
2012	8	3	0	0	0	0	0				
2012	8	4	0	0	0	0	0				
2012	8	5	0	0	0	0	0				
2012	8	6	0	0	0	0	0				
2012	8	7	0	0	0	0	0				
2012	8	8	0	0	0	0	0				
2012	8	9	0	0	0	0	0				
2012	8	10	0	0	0	0	0				
2012	8	11	0	0	0	0	0				
2012	8	12	0	0	0	0	0				
2012	8	13	0	0	0	0	0				
2012	8	14	0	0	0	0	0				
2012	8	15	0	0	0	0	0				
2012	8	16	0	0	0	0	0				
2012	8	17	0	0	0	0	0				
2012	8	18	0	0	0	0	0				
2012	8	19	0	0	0	0	0				
2012	8	20	0	0	0	0	0				
2012	8	21	0	0	0	0	0				
2012	8	22	0	0	0	0	0				
2012	8	23	0.5	0.5	0	0.5	0				
2012	8	24	0	0	1	0	0				
2012	8	25	0	0	0	0	0				
2012	8	26	0	0	0	0	0				
2012	8	27	0	0	0	0	0				
2012	8	28	0	0	0	0	0				
2012	8	29	0	0	0	0	0				
2012	8	30	0	0	0	0	0				
2012	8	31	0	9	0	0.5	0				
2012	9	1	0	0	0	0	0				
2012	9	2	2	1.5	0	11.5	0				
2012	9	3	22	51.5	2	48	4				
2012	9	4	0	3	1	4	0				
2012	9	5	0	0	0	0	0				
2012	9	6	1	8	0	1	0				
2012	9	7	0	0	0	0.5	1.5				
2012	9	8	0	0	0	0	0				
2012	9	9	0	0	0	0	0				
2012	9	10	0	0	0	0	0				
2012	9	11	0	2	1	16.5	2				
2012	9	12	0	0	0	0	0				
2012	9	13	0	10.5	1	6	0				
2012	9	14	0	0	0	0	0				
2012	9	15	0	0.5	0	2.5	0				
2012	9	16	0	4.5	25	4	8.5				
2012	9	17	0	0	0	0	0				
2012	9	18	0	0	0	0	0				
2012	9	19	0	0	0	0	0				
2012	9	20	0	0	0	0	0				
2012	9	21	0	0	0	0	0				
2012	9	22	0	0	0	0	0				
2012	9	23	0	0	0	0	0				
2012	9	24	0.5	28	5	19.5	5.5				
2012	9	25	0	0	0	0	0				
2012	9	26	0	0	0	0	0				
2012	9	27	0	0	0	0	0				
2012	9	28	0	0.5	0	14	0				
2012	9	29	0	0	0	0	0				
2012	9	30	0	0	0	0	0				
2012	10	1	0	0	0	0	0				
2012	10	2	0	0	0	0	0				
2012	10	3	0	0	0	0	0				
2012	10	4	0	0	0	0	0				
2012	10	5	0	0	0	0	0				
2012	10	6	0	0	0	0	0				
2012	10	7	0	0.5	0	0	0				
2012	10	8	0	0	0	0	0				
2012	10	9	0	0	0	0	0				
2012	10	10	0	0	0	0	0				
2012	10	11	0	0	0	0	0				
2012	10	12	0	0	0	0	0				
2012	10	13	168	40	35	69	22.5				
2012	10	14	0	0	0	0.5	2.5				
2012	10	15	0	0	0	0	0				
2012	10	16	0	0	0	0	0				
2012	10	17	0	0	0	0	0				
2012	10	18	0	0	0	0	0				
2012	10	19	0	0	0	0	0				
2012	10	20	0	0	0	0.5	0				
2012	10	21	0	0	0	0	0				
2012	10	22	0	0	0	0	0				
2012	10	23	0	0	0	0	0				
2012	10	24	0	0	0	0	0				
2012	10	25	0	0	0	0	0				
2012	10	26	0	0	0	0	0				
2012	10	27	0	0	0	0	0				
2012	10	28	16.5	16	11.5	14.5	12.5				
2012	10	29	6	5.5	9.5	0.5	8.5				
2012	10	30	0.5	0	0	0	0				
2012	10	31	0	0	0	0	0				
2012	11	1	0	0	0	0	0				
2012	11	2	0	0	0	0	0				
2012	11	3	14	12.5	11	5.5	6				
2012	11	4	4	0	6.5	0	0				
2012	11	5	0	0	0	0	0				
2012	11	6	0	0	0	0	0				
2012	11	7	0.5	0	0	0	0				
2012	11	8	0	0	0	0	0				
2012	11	9	0	0	0	0	0				
2012	11	10	0	0	0	0	0				
2012	11	11	0	0	2	1	4				
2012	11	12	0.5	0	3	0	0				
2012	11	13	2	0	0	2	0				
2012	11	14	2	3	0	0	0				
2012	11	15	25	35.5	14.5	51.5	4.5				
2012	11	16	0.5	0	4	4	0				
2012	11	17	0	0	0	0	0				
2012	11	18	0	0	0	0	0				
2012	11	19	0	0	0	0	0				
2012	11	20	0	0	0	0	0				
2012	11	21	0	0	0	0	0				
2012	11	22	9	8	2	3	3				
2012	11	23	1.5	2.5	1.5	1	0				
2012	11	24	0	0	0	0	0				
2012	11	25	0	0	0	0	0				
2012	11	26	0	0	0	0	0				
2012	11	27	0	0.5	0	2	2				
2012	11	28	15	26	11.5	30.5	5.5				
2012	11	29	0	0	0	0	0				
2012	11	30	0	0	0	0	0				
2012	12	1	0	0	0	0	0				
2012	12	2	0	0	0	0	0				
2012	12	3	0	0	0	0	0				
2012	12	4	0	0	0	0	0				
2012	12	5	0	0	0	0	0				
2012	12	6	0	0	0	0	0				
2012	12	7	0	0	0	0	0				
2012	12	8	0	0	0	0	0				
2012	12	9	18	16.5	3	1.5	0				
2012	12	10	8.5	17	4	14.5	4.5				
2012	12	11	0	0	0	0	0				
2012	12	12	18	25	25	24.5	16.5				
2012	12	13	0	0	4	0	3.5				
2012	12	14	0	0	0	0	0				
2012	12	15	12.5	21	5	16	2				
2012	12	16	1	0	0	0	1				
2012	12	17	0	1	1	0.5	0				
2012	12	18	0	0	0	0	0				
2012	12	19	0	0	0	0	0				
2012	12	20	0	0	0	0	0				
2012	12	21	0	0	0	0	0				
2012	12	22	3	0.5	0	0	0				
2012	12	23	0	0	0	0	0				
2012	12	24	0	0	0	0	0				
2012	12	25	5.5	9.5	0	7.5	0				
2012	12	26	10	22	7	21.5	7				
2012	12	27	1.5	0	6	2.5	2				
2012	12	28	0	0	0	0	0				
2012	12	29	0	0	0	0	0				
2012	12	30	0	0	0	0	0				
2012	12	31	12	19	4	16	0				
2013	1	1	1	2	0	1	2.5				
2013	1	2	0	0	0	0	5				
2013	1	3	3	0	8	2.5	2.5				
2013	1	4	0	0	0	0	0				
2013	1	5	0	0	0	0	0				
2013	1	6	0	0	0	0	0				
2013	1	7	0	0	0	0	0				
2013	1	8	0	0	0	0	0				
2013	1	9	0	0	0	0	0				
2013	1	10	0	34.5	0	0	0				
2013	1	11	22.5	0	18.5	50	5.5				
2013	1	12	0	0	2	0	0				
2013	1	13	0	0	0	0	0				
2013	1	14	0	0	0	0	0				
2013	1	15	10	14	6	20.5	6				
2013	1	16	0	5	1	0	0				
2013	1	17	0	0	0	0	0				
2013	1	18	0	0	0	0	0				
2013	1	19	0	0	0	0	0				
2013	1	20	0	0	0	0	0				
2013	1	21	1.5	2.5	2.5	1.5	1.5				
2013	1	22	0	0	0	0	0				
2013	1	23	0	0	0	0	0				
2013	1	24	0	0	0	0	0				
2013	1	25	0	0	0	0	0				
2013	1	26	0	0	0	0	0				
2013	1	27	0	0	0	0	0				
2013	1	28	0	0	0	0	0				
2013	1	29	0	1	6	1	0				
2013	1	30	26	35	14	29	17.5				
2013	1	31	0	0	0	0	0				
2013	2	1	31	20.5	1.5	22	5				
2013	2	2	2	14.5	12	2.5	8				
2013	2	3	17	33.5	14.5	21	7.5				
2013	2	4	6.5	4	1	0.5	0				
2013	2	5	0	0	0	0	0				
2013	2	6	0	0	0	0	0				
2013	2	7	0	0	0	0	0				
2013	2	8	0	0	0	0	0				
2013	2	9	0	0	0	0	0				
2013	2	10	0	0.5	0	0	0				
2013	2	11	0	0	0	0	0				
2013	2	12	0	0	0	0	0				
2013	2	13	9.5	15.5	4.5	6.5	10.5				
2013	2	14	22	18.5	9	16	0				
2013	2	15	0	0	0	0	0				
2013	2	16	0	0	0	0	0				
2013	2	17	12.5	14	12	15	14				
2013	2	18	0	0	0	0	0				
2013	2	19	0	0	0	0.5	0				
2013	2	20	0	0	0	0	0				
2013	2	21	0	0	0	0	0				
2013	2	22	0	0	0	0	0				
2013	2	23	0	0	0	0	0				
2013	2	24	0	0.5	0	0	0				
2013	2	25	12	34.5	10.5	26	3.5				
2013	2	26	4.5	14	7	25	4.5				
2013	2	27	0	0	0	0	0				
2013	2	28	0	0	0	0	0				
2013	3	1	0	0	0	0	0				
2013	3	2	0	0	0	0	0				
2013	3	3	0	0.5	0	0	0				
2013	3	4	0	0	0	0	0				
2013	3	5	0.5	1.5	0	4	4				
2013	3	6	16	28.5	6	36	0				
2013	3	7	6.5	11	4.5	10.5	2				
2013	3	8	0	0	0	0	0				
2013	3	9	0	0	0	0	0				
2013	3	10	0	0	0	0	0				
2013	3	11	0	0	2	0	0				
2013	3	12	0	0	0	0	0				
2013	3	13	0	0	0	0	0				
2013	3	14	0	0	0	0	0				
2013	3	15	0	0	0	0	0				
2013	3	16	0	0	0	0	0				
2013	3	17	0	0	0	0	0				
2013	3	18	0.5	1	0	0.5	0				
2013	3	19	6.5	19.5	3	26	4.5				
2013	3	20	6	16.5	6	17	2				
2013	3	21	0	0	0	0	0				
2013	3	22	0	0	0	0	0				
2013	3	23	0	0	0	0	0				
2013	3	24	0	0	0	0	0.5				
2013	3	25	6.5	15	2	28	0				
2013	3	26	0	0	0	0	0				
2013	3	27	0	0	0	0	0				
2013	3	28	0	0	0	0	0				
2013	3	29	0	0	0	0	0				
2013	3	30	3	21.5	3	13.5	0				
2013	3	31	0	5.5	1	5	0				
2013	4	1	0	0	0	0	0				
2013	4	2	0	0	0	0	0				
2013	4	3	0	0	0	0	0				
2013	4	4	0	0	0	0	0				
2013	4	5	0	0	0	0	0				
2013	4	6	0	0	0	0	0				
2013	4	7	0	0	0	0	0				
2013	4	8	0	0	0	0	0				
2013	4	9	0	0	0	0	0				
2013	4	10	0	0	0	0	0				
2013	4	11	2	4	5	4.5	1				
2013	4	12	1	0	0	0	0				
2013	4	13	4	0	0	5	0				
2013	4	14	16	23	7	16.5	7				
2013	4	15	0	0	0	0	0				
2013	4	16	0	0	0	0	0				
2013	4	17	0	0	0	0	0				
2013	4	18	1.5	7	0	2.5	0				
2013	4	19	0.5	0.5	0	0	0				
2013	4	20	7	8	1	11.5	1				
2013	4	21	9.5	7	5.5	7.5	6				
2013	4	22	17.5	23	15	17	6.5				
2013	4	23	0	0	2	0	0				
2013	4	24	3.5	2	2	2.5	0				
2013	4	25	11	17.5	5	12	5.5				
2013	4	26	0	0	0	0	0				
2013	4	27	0	0	0	0	0				
2013	4	28	0	0	0	0	0				
2013	4	29	0	0	0	0	0				
2013	4	30	0	0	0	0	0				
2013	5	1	0	0	0	0	0				
2013	5	2	0	0	0	0	0				
2013	5	3	0	0	0	0	0				
2013	5	4	0	0	0	0	0				
2013	5	5	0	0	0	0	0				
2013	5	6	0	0	0	0	0				
2013	5	7	0	0	0	0	0				
2013	5	8	0	0	0	0	0				
2013	5	9	0	4	0	2.5	0				
2013	5	10	1.5	3	0	8.5	0				
2013	5	11	0	0.5	3	2.5	4				
2013	5	12	0	0	0	0	0				
2013	5	13	8	0.5	2.5	3	3				
2013	5	14	0	0.5	3	0	0				
2013	5	15	1	0	0	0.5	0				
2013	5	16	0	0	0	0	0				
2013	5	17	4	1.5	0	1.5	0				
2013	5	18	0	0	0	0	0				
2013	5	19	0	0	0	0	1.5				
2013	5	20	1.5	7	4.5	22.5	1				
2013	5	21	2	12	15.5	19.5	2				
2013	5	22	0	0	3	0	0				
2013	5	23	0	0.5	0	0	2.5				
2013	5	24	3	5	0	2.5	0				
2013	5	25	0	0	0	0	0				
2013	5	26	0	0	0	0	0				
2013	5	27	0	0	0	0	0				
2013	5	28	0	0	0	0	0				
2013	5	29	0	3.5	0	2.5	0				
2013	5	30	0	0	0	1	0.5				
2013	5	31	0	0	0	0	0				
2013	6	1	0	0	0	0	0				
2013	6	2	0	0	0	0	0				
2013	6	3	0	0	0	0	0				
2013	6	4	0	0	0	0	0				
2013	6	5	0	0	0	0	0				
2013	6	6	0	0	0	0	0				
2013	6	7	0	0	0	0	0				
2013	6	8	0	1	1.5	0	0				
2013	6	9	0	0	0	0	0				
2013	6	10	0	0	0	0	0				
2013	6	11	0	0	0	0	0				
2013	6	12	0	0	0	0	0				
